kelime,sesli,anlam,hece
savunma,aua,Saldırıya karşı koyma; müdafaa,3
savunma oyuncusu,auaouuu,"Kalecinin önünde yer alan, kaleyi savunan oyunculardan her biri; savunmacı, savunucu, bek (II)",7
savunmak,aua,"Herhangi bir saldırıya karşı koymak, birini veya bir yeri saldırıya karşı korumak; müdafaa etmek",3
savunmalık,auaı,Savunmayla ilgili olan; tedafüi,4
savunmasız,auaı,Savunma gücü olmayan,4
savunmasızlık,auaıı,Savunmasız olma durumu,5
savunu,auu,savunma,3
savunucu,auuu,Bir şeyi savunan kimse; müdafi,4
savunuculuk,auuuu,Savunucu olma durumu,5
savunulma,auua,Savunulmak işi,4
savunulmak,auua,Savunma işi yapılmak,4
savunuş,auu,Savunmak işi,3
Savur,au,Mardin iline bağlı ilçelerden biri,2
savurgan,aua,tutumsuz,3
savurganca,auaa,tutumsuzca,4
savurganlık,auaı,tutumsuzluk,4
savurma,aua,Savurmak işi,3
savurmak,aua,Havaya atıp dağıtmak,3
savurtma,aua,Savurtmak işi,3
savurtmak,aua,"Savrulmasına sebep olmak, savrulmasını sağlamak",3
savurtuş,auu,Savurtmak işi,3
savuşma,aua,Savuşmak işi; cızlam,3
savuşmak,aua,"Bulunduğu yerden aceleyle, gizlice veya dikkati çekmeden ayrılmak",3
savuşturma,auua,Savuşturmak işi; defetme,4
savuşturmak,auua,"Geçiştirmek, atlatmak; defetmek",4
say,a,"Düz, ince, yassı taş",1
say,a,"Düz, ince, yassı taş",1
saya,aa,Ayakkabının yumuşak olan üst bölümü,2
sayacı,aaı,Ayakkabıların sayalarını hazırlayan kimse,3
sayacılık,aaıı,Sayacının işi,4
sayaç takımı,aaaıı,"Sayaç giriş tarafının gaz servis hattına, çıkış tarafının tüketici yakıt hattına bağlanması amacıyla kurulan boru donanımı ve boru bağlantı parçaları",5
sayaç,aa,"Hava gazı, elektrik, su vb.nin kullanılan miktarını veya mekanik etkilenmeleri ölçen alet; saat",2
saydam,aa,şeffaf,2
saydam resim,aaei,Kolay anlaşılabilen resim,4
saydam tabaka,aaaaa,"Gözün ön bölümünde bulunan, ışığı geçiren küresel zar; kornea",5
saydamlaşma,aaaa,Saydamlaşmak işi; şeffaflaşma,4
saydamlaşmak,aaaa,Saydam bir duruma gelmek; şeffaflaşmak,4
saydamlaştırma,aaaıa,Saydamlaştırmak işi; şeffaflaştırma,5
saydamlaştırmak,aaaıa,Saydam duruma getirmek; şeffaflaştırmak,5
saydamlık,aaı,Saydam olma durumu; şeffaflık,3
saydamsız,aaı,Saydam olmayan,3
saydamsızlık,aaıı,Saydamsız olma durumu,4
saydırma,aıa,Saydırmak işi,3
saydırmak,aıa,"Sayma işini yaptırmak, sayısını buldurmak, sayı belirterek sonuç almak",3
saye,ae,gölge,2
sayeban,aea,gölgelik,3
sayesinde,aeie,aracılığıyla,4
sayfa,aa,Üzerine yazı yazılan veya basılan bir kâğıt yaprağın iki yüzünden her biri; sahife,2
sayfa ekran,aaea,f,4
sayfalama,aaaa,Sayfalamak işi; mizanpaj,4
sayfalamak,aaaa,Ana belleği sayfalara ayırarak kullanmak,4
sayfalandırma,aaaıa,Sayfalandırmak işi,5
sayfalandırmak,aaaıa,"Gazetecilikte, basımevinde dizilen yazılara sayfa düzeni vermek",5
sayfalanmış program,aaaıoa,Sayfalar hâlinde düzenlenmiş program,6
sayfalık,aaı,Herhangi bir sayıda sayfası olan,3
sayfiye,aie,Yaz mevsimini geçirmek için gidilen yer veya ev,3
saygı,aı,"Değeri, üstünlüğü, yaşlılığı, yararlılığı, kutsallığı dolayısıyla bir kimseye, bir şeye karşı dikkatli, özenli, ölçülü davranmaya sebep olan sevgi duygusu; hürmet, ihtiram",2
saygı duruşu,aıuuu,Saygı belirtmek için alınan hazır ol durumu; ihtiram duruşu,5
saygıdeğer,aıee,Kendisine saygı gösterilmeye değer; muhterem,4
saygılı,aıı,"Saygısı olan, saygı gösteren; hürmetli, hürmetkâr",3
saygın,aı,"Saygı gören, sayılan, hatırı sayılan, itibarı olan, sözü geçer; hatırlı, itibarlı, muteber",2
saygınlık,aıı,"Saygı görme, değerli, güvenilir olma durumu; haysiyet, itibar, izzetüikbal, prestij",3
saygısız,aıı,"Gereken saygıyı göstermeyen, saygısı olmayan; hürmetsiz",3
saygısızca,aııa,"Saygısız bir biçimde, saygısız olarak; hürmetsizce, laubaliyane",4
saygısızlık etmek,aıııee,saygısızca davranışta bulunmak veya söz sarf etmek,6
saygısızlık,aııı,Saygısız olma durumu; hürmetsizlik,4
sayha,aa,Yüksek sesle haykırma,2
sayı,aı,"Sayma, ölçme, tartma vb. işlerin sonucunda ortaya çıkan birimlerin kaç olduğunu bildiren sözlerden her biri; adet",2
sayı boncuğu,aıouu,"Basit sayma ve hesap işleri yapmakta kullanılan, her teline onar boncuk geçirilmiş hesap aracı; çörkü, abaküs, abak (II)",5
sayı farkı,aıaı,Futbol vb. karşılaşmalarda bir takımın elde ettiği sayılarla karşı takımın elde ettiği sayılar arasındaki fark; averaj,4
sayı göstergesi,aıöeei,Sayıları veya sayı durumunu gösteren levha; sayı levhası,6
sayı levhası,aıeaı,sayı göstergesi,5
sayı sıfatı,aııaı,"Bir adı miktar, sıra, üleştirme, topluluk vb. bakımlardan belirten sıfat",5
sayıca,aıa,"Sayı bakımından; adetçe, adedî",3
sayıcı,aıı,Vergi almak için hayvan sayımı yapan kimse,3
sayıcılık,aııı,Sayıcının yaptığı iş,4
sayıklama,aıaa,Sayıklamak işi; hezeyan,4
sayıklamak,aıaa,"Uykuda veya bir hastalığın verdiği dalgınlık sırasında anlamsız, tutarsız sözler söylemek",4
sayılama,aıaa,Sayılamak işi,4
sayılamak,aıaa,Nesnelerin veya olayların niceliğini rakamlarla belirtmek,4
sayılı,aıı,Herhangi bir sayı ile belirtilmiş olan,3
sayılı fırtına,aııııa,"Toplumun görgü kurallarına uygun davranan, hak arayan, yiğit kimse",6
sayılma,aıa,"Sayılmak işi; ad (II), addedilme, addolunma",3
sayılmak,aıa,"Sayma işine konu olmak; addedilmek, addolunmak",3
sayım,aı,Sayma işi; tadat,2
sayım bilimi,aıiii,istatistik,5
sayım vergisi,aıeii,Her yıl tespit edilen hayvan sayısı üzerinden alınan vergi; ağnam,5
sayımlama,aıaa,istatistik,4
sayımlamacı,aıaaı,istatistikçi,5
sayımlamak,aıaa,Sayım yapmak,4
sayımlamalı,aıaaı,istatistiksel,5
sayımlı,aıı,Sayısı bulunan,3
sayımsal,aıa,Sayımlama veya sayım bilimi ile ilgili olan,3
sayımsız,aıı,sayısız,3
sayın,aı,Konuşma ve yazışmalarda saygı belirtisi olarak kişi adlarının önüne getirilen söz,2
sayısal,aıa,"Sayı ile ilgili, sayı temeline dayanan; numerik, dijital",3
sayısal loto,aıaoo,Dönen bir küre içinden çekilecek toplar üzerine işaretlenmiş birden kırk dokuza kadar olan sayılardan altı tanesinin önceden tahmin edilmesine ve para yatırılmasına dayanan bir talih oyunu,5
sayısız,aıı,Sayılmayacak kadar çok; sayımsız,3
sayısızlık,aııı,Sayısız olma durumu,4
sayış,aı,Saymak işi,2
sayışma,aıa,Sayışmak işi; değişim,3
sayışmak,aıa,Çocuk oyunlarında sayı sayarak ebeyi belirlemek,3
saykal,aa,"Maden, ayna vb. nesneleri parlatmak için kullanılan cila",2
saykallama,aaaa,Saykallamak işi,4
saykallamak,aaaa,Saykal kullanarak parlatmak; cilalamak,4
saylama,aaa,seçme,3
saylamak,aaa,seçmek,3
saylav,aa,milletvekili,2
sayma,aa,"Saymak işi; ad (II), tadat, addetme",2
saymaca,aaa,"Gerçekte öyle olmadığı hâlde öyleymiş gibi kabul edilen; itibari, fiktif, nominal",3
saymak,aa,"Bir şeyin kaç tane olduğunu anlamak için bunları birer birer elden veya gözden geçirmek, sayısını bulmak",2
saymamazlık,aaaı,343 saymazlık,4
sayman,aa,"Bir kurum, kuruluş vb.nin hesap işleriyle uğraşan kimse; muhasebeci, muhasip",2
saymanlık,aaı,"Hesap işlerinin görüldüğü yer; muhasebecilik, muhasiplik",3
saymazlık,aaı,Saygı göstermeme durumu,3
sayrı,aı,hasta,2
sayrıl,aı,marazi,2
sayrılarevi,aıaei,hastane,5
sayrılık,aıı,hastalık,3
sayrımsak,aıa,Gerçekte hasta olmadığı hâlde kendini hasta gösteren,3
sayrımsama,aıaa,Sayrımsamak işi; temaruz,4
sayrımsamak,aıaa,Gerçekte hasta olmadığı hâlde kendini hasta göstermek; temaruz etmek,4
sayvan,aa,"Güneşten, yağmurdan korunmak için veya süs olarak bir şeyin üzerine çekilen dam saçağı gibi düz veya eğimli örtü",2
saz,a,"Genellikle su kıyılarında, bataklık yerlerde yetişen ince, açık sarı renkli kamış",1
saz benizli,aeii,Solgun yüzlü,4
saz eseri,aeei,Klasik Türk müziğinde yalnızca saz takımının çalması için bestelenen eser,4
saz rengi,aei,"Soluk, uçuk sarı",3
saz semaisi,aeaii,Klasik Türk müziğinde faslın en son çalınan sözsüz parçası,5
saz şairi,aaii,halk ozanı,4
saz şiiri,aiii,Halk edebiyatında genellikle saz eşliğinde söylenen şiir,4
saz takımı,aaıı,"Ut, keman, kanun, bağlama vb. müzik araçlarını çalanların oluşturduğu çalgı takımı",4
saz tavuğu,aauu,"Genellikle bataklıklarda yaşayan, kuyruğunun altı beyaz, bacakları sarı, yüzü kırmızı renkte olan, ot ve sudaki küçük canlılarla beslenen bir tür tavuk (Gallinula chloropus)",4
sazak,aa,Kuvvetli esen rüzgâr,2
sazan,aa,"Sazangillerden, Avrupa, Asya ve Amerika'nın tatlı sularında yaşayan, sırt yüzgeci uzun, eti beğenilen kılçıklı bir balık (Cyprinus carpio)",2
sazangiller,aaie,Tatlı sularda yaşayan kılçıklı balıkların geniş bir familyası,4
sazcı,aı,Saz çalan kimse; sazende,2
sazcılık,aıı,Saz çalma veya yapıp satma işi,3
sazende,aee,sazcı,3
sazendelik,aeei,"Çalgıcılık, saz sanatçılığı",4
sazevi,aei,Her türlü müzik aleti yapılan veya satılan yer,3
sazkâr,a,Klasik Türk müziğinde bir birleşik makam,1
sazkayası,aaaı,Kayalık bölgelerde yaşayan bir tür balık,4
sazlı,aı,Saz çalınarak yapılan,2
sazlı sözlü,aıöü,Saz çalınarak yapılan (eğlence),4
sazlık,aı,Sazları (I) çok olan yer,2
sazsız,aı,Sazı olmayan,2
seans,ea,Bir işin yapılmasına ayrılan çalışma süresi; oturum,2
sebat,ea,Sözünden veya kararlarından dönmeme; direşme,2
sebat etmek,eaee,f,4
sebatkâr,ea,sebatlı,2
sebatlı,eaı,"Bir işi yılmadan sonuna kadar götüren; direşken, sebatkâr",3
sebatsız,eaı,Sebat etmeyen,3
sebatsızlık,eaıı,Sebatsız olma durumu,4
sebayüdü,eaüü,"Zarla oynanan oyunlarda, atılan zarlardan birinin üç, öbürünün iki benekli olan yüzünün üste gelmesi",4
sebebiyet,eeie,"Bir şeye, bir olaya sebep olma, yol açma",4
Seben,ee,Bolu iline bağlı ilçelerden biri,2
sebep bilimi,eeiii,neden bilimi,5
sebep olmak,eeoa,"bir şeyin olmasına veya ortaya çıkmasına yol açmak, neden olmak",4
sebep,ee,"Bir şeyin olmasına veya belli bir hâlde bulunmasına yol açan şey; neden, saik, saika, vesile",2
sebeplenme,eeee,Sebeplenmek işi,4
sebeplenmek,eeee,Kendisine dolaylı olarak yarar sağlamak,4
sebepli,eei,Sebebi olan; nedenli,3
sebepli sebepsiz,eeieei,"Hiçbir dayanağı yokken, sebebi olsun veya olmasın; nedenli nedensiz",6
sebepsiz,eei,"Sebebi olmayan; nedensiz, bilasebep",3
sebepsizce,eeie,Bir sebebi olmaksızın,4
sebil,ei,Kutsal günlerde karşılık beklemeden hayır için dağıtılan içme suyu,2
sebilci,eii,Sokaklarda dolaşarak sebil dağıtan kimse,3
sebilhane,eiae,sebil,4
sebkihindi,eiii,"XVII. yüzyılda divan şiirinde başlayan, karmaşık mazmunlara, hayal oyunlarına, güç anlaşılır, alışılmadık benzetmelere dayanan süslü bir anlatım biçimi",4
sebze,ee,"Genellikle pişirilerek yenen bitkiler veya bunların taneleri; göveri, göverti, sebzevat, zerzevat",2
sebze çorbası,eeoaı,"İnce doğranmış soğanın yağda kavrulmasından sonra havuç, patates, maydanoz, pazı yaprağı, kereviz yaprağı ve pirinç karışımıyla pişirilmesi ve süzgeçten geçirilmesiyle hazırlanan karışımın süt ve yumurtayla çırpılması ve kısık ateşte kaynatılmasıyla yapılan bir çorba türü",5
sebze meyve toptancısı,eeeeoaıı,kabzımal,8
sebzeci,eei,Sebze satan kimse; zerzevatçı,3
sebzecilik,eeii,Sebzecinin yaptığı iş; zerzevatçılık,4
sebzelik,eei,Sebze bahçesi,3
sebzevat,eea,sebze,3
seccade,eae,"Bir kişinin üzerinde namaz kılabileceği büyüklükte, halı, kilim, post veya kumaştan yaygı; namazlık",3
seccadeci,eaei,Seccade dokuyan veya satan kimse,4
secde,ee,"Genellikle namaz kılarken alnı, el ayalarını, dizleri ve ayak parmaklarını yere değdirerek alınan durum",2
seci,ei,Nesirde yapılan uyak,2
seciye,eie,karakter,3
seciyeli,eiei,"Sağlam karakterli, kendisine güvenilir (kimse)",4
seciyesiz,eiei,"Karakteri sağlam olmayan, kendisine güvenilmeyen (kimse)",4
seciyesizlik,eieii,Seciyesiz olma durumu,5
seçal,ea,"Kafeterya, lokanta, büyük mağaza vb. yerlerde yemeği alma, parayı kasaya ödeme gibi bazı hizmetlerin alıcı tarafından yerine getirildiği satış yöntemi",2
seçenek,eee,"Birinin yerine seçilebilecek bir başka yol, yöntem, tutum; şık, alternatif, opsiyon",3
seçi,ei,Seçmek işi,2
seçici,eii,"Seçme işini yapan (kimse, kurul vb.)",3
seçici kurul,eiiuu,seçiciler kurulu,5
seçiciler kurulu,eiieuuu,"Yarışma, sınav vb. etkinliklerde başarılı, üstün olanları seçmek amacıyla oluşturulmuş kurul; seçici kurul, jüri",7
seçicilik,eiii,Seçici durumunda olma,4
seçik,ei,f,2
seçiliş,eii,Seçilmek işi,3
seçilme,eie,Seçilmek işi,3
seçilme hakkı,eieaı,Herhangi bir seçimde seçilebilme hakkı,5
seçilmek,eie,Seçme işine konu olmak,3
seçilmiş,eii,Seçerek ayrılmış; müntehap,3
seçilmişlik,eiii,Seçilmiş olma durumu,4
seçim,ei,Seçmek işi,2
seçim bölgesi,eiöei,Seçimlerde her muhtarlığa bağlı bölge,5
seçim çevresi,eieei,Bir milletvekilinin seçilmiş olduğu bölge,5
seçim kampanyası,eiaaaı,Seçim öncesinde adayların seçilme şansını artırabilmek amacıyla yaptığı çalışma,6
seçim sandığı,eiaıı,Seçimlerde oyların içine atıldığı sandık,5
seçim tutanağı,eiuaaı,Seçimlerde yetkili kurulca seçim sonuçlarının yazıldığı resmî belge,6
seçim yasağı,eiaaı,Yüksek Seçim Kurulu tarafından ilan edilen ve seçim sırasında uyulması gereken yasaklar,5
seçimlik ders,eiie,seçmeli ders,4
seçimlik,eii,"İsteğe bağlı, seçmeli olan; ihtiyari",3
seçiş,ei,Seçmek işi,2
seçki,ei,"Şairlerin, yazarların, bestecilerin eserlerinden alınmış, seçme parçalardan oluşan eser; güldeste, antoloji",2
seçkin,ei,"Benzerleri arasında niteliklerinin yüksekliğiyle göze çarpan; değme (II), mümtaz, güzide, mutena",2
seçkincilik,eiii,Seçkinci olma durumu,4
seçkinleşme,eiee,Seçkinleşmek durumu,4
seçkinleşmek,eiee,Seçkin duruma gelmek,4
seçkinlik,eii,Seçkin olma durumu; mümtazlık,3
seçme,ee,"Seçmek işi; saylama, ihtiyar (II), intihap, seleksiyon",2
seçme hakkı,eeaı,"Bir sözleşme ile belirlenen ödeme biçimi yerine bir diğerini koyabilme yetkisi; muhayyerlik, hakkıhıyar",4
seçmece,eee,Seçerek alınan veya satılan,3
seçmeci,eei,"Seçmecilik yanlısı olan (filozof, görüş vb.); eklektik",3
seçmecilik,eeii,"Kurulmuş olan dizgelerden değişik düşünceleri seçip alma ve kendi öğretisinde birleştirme yöntemi ve bu yöntemle çalışan filozofların öğretisi; eklektiklik, eklektizm",4
seçmek,ee,Benzerleri arasında hoşa gideni seçip almak veya yararlanmak için ayırmak; saylamak,2
seçmeler,eee,f,3
seçmeli,eei,Seçilebilen,3
seçmeli ders,eeie,Seçmeli olarak alınabilecek ders; seçimlik ders,4
seçmeli yemek,eeiee,"Yemek listesinden seçilen, fiyatları ayrı ayrı hesaplanan yemek; alakart",5
seçmen,ee,Seçimde oy verme hakkı olan kimse; müntehip,2
seçmen kütüğü,eeüüü,seçmen listesi,5
seçmen listesi,eeiei,Seçmen adlarının yazılı olduğu liste; seçmen kütüğü,5
seçmenlik,eei,Seçmen olma durumu,3
seçmesiz yemek,eeiee,"Lokanta, otel, okul vb. yerlerde belirli bir para karşılığında verilen birkaç kap yemek; tabildot",5
seçtirme,eie,Seçtirmek işi,3
seçtirmek,eie,Seçme işini yaptırmak,3
seda,ea,ses,2
sedalı,eaı,tonlu,3
sedalılık,eaıı,tonluluk,4
sedasız,eaı,tonsuz,3
sedasızlık,eaıı,tonsuzluk,4
sedef,ee,"Midye, istiridye vb. deniz hayvanlarının kabuğunda bulunan sedefçilikte kullanılan, pırıltılı, beyaz, sert bir madde",2
sedef hastalığı,eeaaıı,"Deride, özellikle diz, dirsek veya kuyruk sokumunda kızarıklık, pullanma ve deride dökülme ile beliren hastalık; sedef",6
sedef kakma,eeaa,"Abanoz, maun, ceviz vb. ahşapların üzerine istenen şekilleri oyup oluşan yuvalara sedef yapıştırılarak yapılan süsleme",4
sedef kakmalı,eeaaı,Sedef kakması olan,5
sedef otu,eeou,"Sedef otugillerden, 50 santimetre kadar yükselebilen, özel kokulu, sarı çiçekli ve hekimlikte kullanılan, çok yıllık bir ağaççık (Ruta graveolens)",4
sedef otugiller,eeouie,"Ayrı taç yapraklı iki çeneklilerden, örnek bitkisi sedef otu ve alt familyası turunçgiller olan geniş bir bitki familyası",6
sedefçi,eei,"Abanoz, maun, ceviz vb. ahşapların üzerine sedef kakma yapan kimse; sedefkâr",3
sedefçilik,eeii,Sedefçinin işi; sedefkârlık,4
sedefimsi,eeii,sedefsi,4
sedefkâr,ee,sedefçi,2
sedefli,eei,Sedefle işlenmiş,3
sedefli kalker,eeiae,"Süsleme işlerinde kullanılan, yumuşakçaların kavkılarının birbirleriyle kaynaşmasından oluşan bir mermer türü",5
sedefsi,eei,"Sedefi andıran, sedefe benzeyen, sedef gibi; sedefimsi",3
sedefsi bulut,eeiuu,Zaman zaman atmosferin yüksek tabakalarında görülen stratosfer bulutu,5
sedimantasyon,eiaao,çökelme,5
sedir,ei,"Arkalıksız, üstü minderli ve yastıklı olabilen, oturmaya veya yatmaya yarayan ev eşyası; divan",2
sedye,ee,Hasta veya yaralı taşımaya yarayan katlanabilir hasta yatağı; teskere,2
sedyeci,eei,Sedye taşıyan kimse,3
sedyelik olmak,eeioa,ayakta duramayacak duruma gelmek,5
sedyelik,eei,Sedye ile götürülebilecek durumda olan,3
sefa,ea,"Rahat, kaygısız ve sakin olma",2
sefahat,eaa,uçarılık,3
sefalet,eae,yoksulluk,3
sefalı,eaı,"Şenlikli, eğlenceli olan",3
sefaret,eae,elçilik,3
sefarethane,eaeae,elçilik,5
sefasız,eaı,"Şenliği, eğlencesi olmayan",3
sefer,ee,yolculuk,2
sefer tası,eeaı,Birbiri üzerine konulup sabitlenerek kolay bir biçimde yemeklerin taşınmasını sağlayan kaplar veya bunlardan her biri,4
seferber,eee,Savaşa hazırlanmış veya girmiş (askerî birlik),3
seferberlik,eeei,"Bir ülkenin silahlı kuvvetlerini savaşa hazır duruma getiren, ülkenin ekonomisini, yönetimini savaş gereklerine uyacak duruma sokan hazırlık ve önlemlerin tümü",4
seferî,ee,Yolculukla ilgili olan,2
seferî durum,eeuu,Savaş ortamı; seferî hâl,4
seferî hâl,ee,seferî durum,2
Seferihisar,eeiia,İzmir iline bağlı ilçelerden biri,5
seferli,eei,Sefere giden veya sefere çıkan,3
seferlik,eei,Herhangi bir defaya yetecek miktarda olan,3
sefih,ei,uçarı,2
sefihane,eiae,alçakça,4
sefil,ei,Yoksulluk içinde olan,2
sefilane,eiae,sefilce,4
sefilce,eie,Sefile yakışır bir biçimde; sefilane,3
sefillik,eii,yoksulluk,3
sefine,eie,gemi,3
sefir,ei,elçi,2
sefire,eie,Kadın elçi,3
sefirikebir,eiiei,büyükelçi,5
sefirlik,eii,elçilik,3
segâh,e,Klasik Türk müziğinde si perdesi ve bu perdedeki makam,1
segâh perdesi,eeei,Klasik Türk müziğinde orta sekizlinin yirmi ikinci perdesi,4
segman,ea,"Motor pistonlarına yerleştirilen, yağ ve gaz sızıntısını önlemeye yarayan, iki ucu bitişmemiş, yaylanabilir çelik halka",2
seğirdim,eii,Yaya olarak yapılan koşu,3
seğirdim yolu,eiiou,Kale bedenlerinde askerlerin dolaşması için yapılmış bir tarafı siperli yol; seğirdim yeri,5
seğirme,eie,Seğirmek işi; seğrime,3
seğirmek,eie,Genellikle vücudun bir yerinde deri ile birlikte derinin hemen altındaki kaslar hafifçe oynamak; seğrimek,3
seğirtme,eie,Seğirtmek işi,3
seğirtmek,eie,Sıçrayarak yakın bir yere doğru koşmak,3
seğmen,ee,"Genellikle atlı olarak savaşa katılan, kendi içlerinde hiyerarşik bir düzen bulunan yarı askerî güvenlik gücü",2
seğrime,eie,seğirme,3
seğrimek,eie,seğirmek,3
seher,ee,Sabahın güneş doğmadan önceki zamanı veya şafak sökmek üzere olan zaman; seher vakti,2
seher yeli,eeei,Seherde esen yel,4
sehim,ei,Hisse bedeli,2
sehiv,ei,yanıltı,2
sehpa,ea,Üstüne bir şey koymaya yarayan ayaklı destek; çatkı,2
sehven,ee,Dalgınlık veya unutkanlık sonucunda oluşan; yanlışlıkla,2
sek,e,"İçine su, başka bir içki veya bir sıvı karıştırılmamış (içki)",1
